Date of List,Rank,Title,Author,Pub City,Publisher,Fict/Non/Int,Series,Hardback/paperback,,,,,,,,,,,
25-Aug-98,5.5,Martin Khaidegger,"Bimel', V.",Cheliabinsk,Ural LTD,"""Intellektual'nye"" bestsellery",Biograficheskie landshafty,not listed,,,,,,,,,,,
25-Aug-98,5.5,Iazyk i religiia,Mechkovskaia N.B.,Moscow,"Agenstvo ""FAIR""","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
25-Aug-98,5.5,Sviatoi pravednyi ioann kronshtadtskii,not listed,Moscow,Novator,"""Intellektual'nye"" bestsellery",ROSS - 'rossiiskie sud'by',not listed,,,,,,,,,,,
25-Aug-98,5.5,500 Rubai,Omar Khaiiam,Cheliabinsk,Ural LTD,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
25-Aug-98,5.5,Stikhotvoreniia,"Rubtsov, N.M.",Moscow,Profizdat,"""Intellektual'nye"" bestsellery",Poeziia XX veka,not listed,,,,,,,,,,,
25-Aug-98,5.5,Semiotika i informatika,not listed,Moscow,Iazyki russkoi kul'tury,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
25-Aug-98,5.5,Stikhotvoreniia i poemy,"Tarkovskii, A.A.",Moscow,Profizdat,"""Intellektual'nye"" bestsellery",Poeziia XX veka,not listed,,,,,,,,,,,
25-Aug-98,5.5,Novalis,"Shul'ts, G.",Cheliabinsk,Ural DEV,"""Intellektual'nye"" bestsellery",Biograficheskie landshafty,not listed,,,,,,,,,,,
25-Aug-98,5.5,Ia poslal tebe berestu...,"Ianin, V.L.",Moscow,"Shkola ""Iazyki russkoi kul'tury""","""Intellektual'nye"" bestsellery",Iazyk. Semiotika. Kul'tura,not listed,,,,,,,,,,,
25-Aug-98,1,Obraz vraga,"Dashkova, P.",Moscow,EkSMO,Belletristika,Detektiv glazami zhenshchiny,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,1,Zhestokii mir muzhchin,"Poliakova, T.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,2,Imia—smert',"Malysheva, A.",Moscow,Tsentrpoligraf,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,2,Ochishchenie,"Suvorov, V.",Moscow,"AST, Lirus, Drofa",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,3,Zheleznaia khvatka grafa sokolova,"Lavrov, V.",Moscow,Valentin Lavrov,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,3,Okhota beshenogo,"Dotsenko, V.",Moscow,VAGRIUS,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,4,Liubovniki po nasledstvu,"Malysheva, A.",Moscow,Tsentrpoligraf,Belletristika,Chernaia metka ,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,4,Russkie naemniki,"Rudenko, B.",Moscow,EkSMO,Belletristika,Chernaia koshka ,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,5,Pantera: iarost' i strast',"Kornilova, N.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,5,Dikie loshadi,"Frensis, D.",Moscow,EKSMO,Belletristika,Mastera detektiva,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,6,Venskii val's,"Sidire, R.",Moscow,RMZh,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,6,Kozyrnye valety ,"Leonov, N.",Moscow,EKSMO,Belletristika,vne zakona ,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,7,Chetyre sezona,"King, S.",Moscow,"AST, Lirus, Drofa",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,7,Soblaznitel' iz kanady,"Fild, S.",Moscow,Raduga,Belletristika,iskushenie,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,8,Esli by iunost' znala...,"Skuler, K.",Moscow,Raduga,Belletristika,iskushenie,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,8,Tonkii raschet ,"Sheldon, S.",Moscow,"AST, Lirus, Drofa",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,9,Sud'be navstrechu,"Detli, E.",Moscow,RMZh,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,9,Legenda,"Temmel, L.",Moscow,"AST, Lirus, Drofa",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,10,Pafnutii,"Khmelevskaia, I.",Moscow,FanTOM PRESS INTER V.M.,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,10,Korolek—ptichka pevchaia,"Giuntekin, R.",Moscow,"AST, Lirus, Drofa",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,1,Biser,"Liaukina, M.",Moscow,AST-Press,Inaia literatura,Osnovy khudozhestvennogo remesla,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,1,"Faina ranevskaia. sluchai, shutki, aforizmy",not listed,Moscow,Zakharov,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,2,Kremlevskie zheny,"Vasil'eva, L.",Moscow,Atlantida-AST,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,2,Pochemu ubegaiut muzhchiny,"Arnol'd, O.",Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,3,Ranevskaia. fragmenty zhizni,"Shcheglov, A.",Moscow,Zakharov,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,3,Liubov' i voina mezhdu znakami zodiaka,"Kin, E.",Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,4,Rasshifrovannyi nostradamus,"Zima, D., Zima, N.",Moscow,Ripol Klassik,Inaia literatura,Sud'ba i magiia,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,4,Kogda zhenshchina na predele: o pol'ze i vrede stressa,"Markkham, U.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Populiarnaia psikhologiia,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,5,Titanik,"Lord, U.",Moscow,VAGRIUS,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,5,"Tsvety i samotsvety: mify, legendy, predaniia","Krasikov, S.",Moscow,FAIR-Press,Inaia literatura,Chernyi voron,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,6,Nizkie istiny,"Konchalovskii, A.",Moscow,Sov. sekretno,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,6,Dao prodazh,"Ber, T.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Uspekh i biznese,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,7,Poteriannaia armiia,"Baranets, V.",Moscow,Sov. sekretno,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,7,Bil'iard dlia vsekh: pul i karambol',"Birk, R.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,8,Spetsoperatsii. lubianka i kreml'. 1930—1950 gody,"Sudoplatov, P.",Moscow,OLMA-PRESS,Inaia literatura,Dos'e,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,8,Khristianstvo,"Iang, Dzh.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Grandioznyi mir,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,9,Zapiski banditskogo advokata,"Karyshev, V.",Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,9,Kak eto bylo,"Riabov, G.",Moscow,VAGRIUS,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
25-Aug-98,10,Moskva banditskaia-2,"Modestov, N.",Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
25-Aug-98,10,Titanik,"Lord, U.",Moscow,VAGRIUS,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,5.5,Skladka. Leibnits i barokko,"Delez, Zh.",Moscow,Logos,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
1-Sep-98,5.5,Dostoevskii o evrope i slavianstve,Iustin (Popovich) prp.,St. Petersburg,"Izdat, dom ""Armiralteistvo""","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
1-Sep-98,5.5,Russkaia filosofskaia estetika,"Mann, Iu.",Moscow,Mall,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
1-Sep-98,5.5,Literaturnoe segodnia. O russkoi proze. 90-e,"Nemzer, A.",Moscow,Novoe literaturnoe obozrenie,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
1-Sep-98,5.5,Shvedskaia sistema pravleniia i politika,"Petersson, O.",Moscow,Ad marginem,"""Intellektual'nye"" bestsellery","Bib-ka moskovskoi shkoly polit, issledovanii",not listed,,,,,,,,,,,
1-Sep-98,5.5,Mificheskii i magicheskii mir sal'vadora dali,"Rokhas, K.",Moscow,"Izd-vo ""respublika""","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
1-Sep-98,5.5,Russkaia zhivopis'. Probuzhdenie pamiati,"Sarab'ianov, D.V.",Moscow,Isskusstvoznanie,"""Intellektual'nye"" bestsellery","Bib-ka zhurn. ""isskysstvoznanie""",not listed,,,,,,,,,,,
1-Sep-98,5.5,Predystoriia literatury i slavian. Opyt rekonstruktsii,"Toporov, V.N.",Moscow,RGGU,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
1-Sep-98,5.5,Idillii i epigrammy,Feokrit; Mosk; Bion,Moscow,Ladomir; Nauka,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
1-Sep-98,5.5,"Psikhodiagnostika, korrektsiia i razvitie lichnosti","Shevandrin, N.I.",Moscow,Gumanitarnyi izdatel'skii tsentr VLADOS,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
1-Sep-98,1,Ochishchenie,"Suvorov, V.",Moscow,"AST, Lirus, Drofa",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,1,Nevinnye damskie shalosti,"Poliakova, T.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,2,Nu i dela!,"Serova, M.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,2,Obraz vraga,"Dashkova, P.",Moscow,EKSMO,Belletristika,Detektiv glazami zhenshchiny,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,3,Kozyrnye valety ,"Leonov, N.",Moscow,EKSMO,Belletristika,vne zakona ,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,3,Okhota beshenogo,"Dotsenko, V.",Moscow,VAGRIUS,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,4,Bomba dlia bratvy,"Il'in, A.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,4,Sochinitel',"Konstantinov, A.","St. Petersburg, Moscow","Neba, Olma-Press",Belletristika,Russkii proekt ,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,5,Liubovniki po nasledstvu,"Malysheva, A.",Moscow,Tsentrpoligraf,Belletristika,Chernaia metka ,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,5,Antikiller-2,"Koretskii, D.",Moscow,EKSMO,Belletristika,Chernaia koshka ,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,6,Zheleznaia khvatka grafa sokolova,"Lavrov, V.",Moscow,Valentin Lavrov,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,6,Garpii,"Khmelevskaia, I.",Moscow,FanTOM PRESS INTER V.M.,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,7,Sud'be navstrechu,"Detli, E.",Moscow,RMZh,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,7,Mir smerti protiv flibust'erov,"Garrison, G., Skalandis, A.",Moscow,EKSMO,Belletristika,Absoliutnoe oruzhie,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,8,Lolita,"Nabokov, V.",Moscow,EKSMO,Belletristika,Russkaia klassika,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,8,Iskushenie,"Khorst, P.",Moscow,RMZh,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,9,Mne nechego teriat',"Gorokhov, A.",Moscow,EKSMO,Belletristika,Chernaia koshka ,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,9,Svadebnye kolokola,"Denton, K.",Moscow,Raduga,Belletristika,liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,10,Ubiistvo na neglinnoi,"Neznanskii, F.",Moscow,Olma-AST,Belletristika,Marsh Turetskogo,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,10,Zavtrak v postel',"Deil, Dzh.",Moscow,Raduga,Belletristika,liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,1,Faina ranevskaia. monolog,"Shcheglov, D.","Moscow, Smolensk","Olimp, Rusich",Inaia literatura,Zhenshchina-mif,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,1,"Faina ranevskaia. sluchai, shutki, aforizmy",not listed,Moscow,Zakharov,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,2,Rasshifrovannyi nostradamus,"Zima, D., Zima, N.",Moscow,Ripol Klassik,Inaia literatura,Sud'ba i magiia,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,2,Pochemu ubegaiut muzhchiny,"Arnol'd, O.",Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,3,Biser,"Liaukina, M.",Moscow,AST-Press,Inaia literatura,Osnovy khudozhestvennogo remesla,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,3,Kogda zhenshchina na predele: o pol'ze i vrede stressa,"Markkham, U.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Populiarnaia psikhologiia,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,4,Nizkie istiny,"Konchalovskii, A.",Moscow,Sov. sekretno,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,4,Liubov' i voina mezhdu znakami zodiaka,"Kin, E.",Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,5,Oleg dal'. dnevniki,not listed,Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,5,Fenechki iz bisera,"Petrun'kina, A.",St. Petersburg,Kristall,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,6,Spetsoperatsii. lubianka i kreml'. 1930—1950 gody,"Sudoplatov, P.",Moscow,OLMA-PRESS,Inaia literatura,Dos'e,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,6,Bil'iard dlia vsekh: pul i karambol',"Birk, R.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,7,Magiia-2,"Stepanova, N.",Moscow,Ripol Klassik,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,7,"Tsvety i samotsvety: mify, legendy, predaniia","Krasikov, S.",Moscow,FAIR-Press,Inaia literatura,Chernyi voron,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,8,Zapiski banditskogo advokata,"Karyshev, V.",Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,8,Dao prodazh,"Ber, T.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Uspekh i biznese,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,9,Kremlevskie zheny,"Vasil'eva, L.",Moscow,Atlantida-AST,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,9,Kak eto bylo,"Riabov, G.",Moscow,VAGRIUS,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
1-Sep-98,10,Poteriannaia armiia,"Baranets, V.",Moscow,Sov. sekretno,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
1-Sep-98,10,Titanik,"Lord, U.",Moscow,VAGRIUS,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,5.5,Plavan'e k nebesnomu kremliu,"Andreeva, A.A.",Moscow,"Reaktsiia zhurnal ""Uraniia""","""Intellektual'nye"" bestsellery",Antologiia Uranii,not listed,,,,,,,,,,,
8-Sep-98,5.5,Chudo o roze,"Zhene, Zh.",St. Petersburg,INOPRESS,"""Intellektual'nye"" bestsellery",Tsvety zla,not listed,,,,,,,,,,,
8-Sep-98,5.5,Moi belyi vitiaz'...,"Savin (Savolainen), I.I.",Khar'kov,Folio,"""Intellektual'nye"" bestsellery",Vershiny,not listed,,,,,,,,,,,
8-Sep-98,5.5,Zelenyi bloknot,Spolitak Katiusha,Moscow,"RIF ""ROI""","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
8-Sep-98,5.5,Stikhotvoreniia i proza,not listed,Moscow,"Izd-vo ""Izograf"", Dom-Muzei Mariny Tvetaevoi","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
8-Sep-98,5.5,Sestry,"Tolstaia, T.N., Tolstaia, N.N.",Moscow,Podkova,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
8-Sep-98,5.5,Ostroume i ego otnoshenie k bessoznatel'nomu,"Freid, Z.",St. Petersburg,Universitetskaia kniga,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
8-Sep-98,5.5,Prolegomeny k istorii poniatiia vremeni,"Khaidegger, M.",Tomsk,Vodolei,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
8-Sep-98,5.5,Piat' esse na temy etiki,"Eko, U.",St. Petersburg,"Izograf, dom","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
8-Sep-98,5.5,Eto pis'mo moe miru,not listed,St. Petersburg,"Izd-vo Fonda russkoi poezii pri podderzhke al'manakha ""Petropol'""","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
8-Sep-98,1,Obraz vraga,"Dashkova, P.",Moscow,EKSMO,Belletristika,Detektiv glazami zhenshchiny,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,1,Nevinnye damskie shalosti,"Poliakova, T.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,2,Nu i dela!,"Serova, M.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,2,Ochishchenie,"Suvorov, V.",Moscow,"AST, Lirus, Drofa",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,3,Zheleznaia khvatka grafa sokolova,"Lavrov, V.",Moscow,Valentin Lavrov,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,3,Okhota beshenogo,"Dotsenko, V.",Moscow,VAGRIUS,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,4,Kozyrnye valety ,"Leonov, N.",Moscow,EKSMO,Belletristika,vne zakona ,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,4,Garpii,"Khmelevskaia, I.",Moscow,FanTOM PRESS INTER V.M.,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,5,Bomba dlia bratvy,"Il'in, A.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,5,Sochinitel',"Konstantinov, A.","St. Petersburg, Moscow","Neba, Olma-Press",Belletristika,Russkii proekt ,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,6,Antikiller-2,"Koretskii, D.",Moscow,EKSMO,Belletristika,Chernaia koshka ,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,6,Sud'by,"Barri, M.",Moscow,Izdatel'skii dom na Strastnom,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,7,Mir smerti protiv flibust'erov,"Garrison, G., Skalandis, A.",Moscow,EKSMO,Belletristika,Absoliutnoe oruzhie,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,7,Liubovnitsa zhenikha,"Nep'er, S.",Moscow,Raduga,Belletristika,liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,8,Ubiistvo na neglinnoi,"Neznanskii, F.",Moscow,Olimp-AST,Belletristika,Marsh Turetskogo,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,8,Nikogda ne vyidu zamuzh,"Ross, E.",Moscow,Raduga,Belletristika,iskushenie,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,9,Mne nechego teriat',"Gorokhov, A.",Moscow,EKSMO,Belletristika,Chernaia koshka ,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,9,Zabvenie,"Sheldon, S.",Moscow,Izdatel'skii dom na Strastnom,Belletristika,Skarlet,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,10,Liubovniki po nasledstvu,"Malysheva, A.",Moscow,Tsentrpoligraf,Belletristika,Chernaia metka ,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,10,Lolita,"Nabokov, V.",Moscow,EKSMO,Belletristika,Russkaia klassika,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,1,Faina ranevskaia. monolog,"Shcheglov, D.","Moscow, Smolensk","Olimp, Rusich",Inaia literatura,Zhenshchina-mif,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,1,"Faina ranevskaia. sluchai, shutki, aforizmy",not listed,Moscow,Zakharov,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,2,Biser,"Liaukina, M.",Moscow,AST-Press,Inaia literatura,Osnovy khudozhestvennogo remesla,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,2,Pochemu ubegaiut muzhchiny,"Arnol'd, O.",Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,3,Rasshifrovannyi nostradamus,"Zima, D., Zima, N.",Moscow,Ripol Klassik,Inaia literatura,Sud'ba i magiia,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,3,Fenechki iz bisera,"Petrun'kina, A.",St. Petersburg,Kristall,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,4,Nizkie istiny,"Konchalovskii, A.",Moscow,Sov. sekretno,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,4,Liubov' i voina mezhdu znakami zodiaka,"Kin, E.",Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,5,Zapiski banditskogo advokata,"Karyshev, V.",Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,5,Kogda zhenshchina na predele: o pol'ze i vrede stressa,"Markkham, U.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Populiarnaia psikhologiia,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,6,Magiia-2,"Stepanova, N.",Moscow,Ripol Klassik,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,6,Kliuch k razdel'nomu pitaniiu,"Basov, N.",Moscow,FAIR-Press,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,7,Spetsoperatsii. lubianka i kreml'. 1930—1950 gody,"Sudoplatov, P.",Moscow,OLMA-PRESS,Inaia literatura,Dos'e,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,7,Bil'iard dlia vsekh: pul i karambol',"Birk, R.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,8,Oleg dal'. dnevniki,not listed,Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,8,"Tsvety i samotsvety: mify, legendy, predaniia","Krasikov, S.",Moscow,FAIR-Press,Inaia literatura,Chernyi voron,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,9,Kremlevskie zheny,"Vasil'eva, L.",Moscow,Atlantida-AST,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,9,Kak eto bylo,"Riabov, G.",Moscow,VAGRIUS,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
8-Sep-98,10,Pochti ser'ezno,"Nikulin, Iu.",Moscow,VAGRIUS,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
8-Sep-98,10,Sovremennye budziutsu i budo,"Dreger, D. F.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Sport,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,5.5,Stikhotvoreniia i poemy,"Vaginov, K.K.",Tomsk,Vodolei,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
15-Sep-98,5.5,Memuary,"Gershtein, E.",St. Petersburg,INAPRESS,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
15-Sep-98,5.5,Intentsional'nost' i tekstual'nost',not listed,Tomsk,Vodolei,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
15-Sep-98,5.5,Zelenyi bloknot,Spolitak Katiusha,Moscow,"RIF ""ROI""","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
15-Sep-98,5.5,Chudo o roze,"Zhene, Zh.",St. Petersburg,INOPRESS,"""Intellektual'nye"" bestsellery",Tsvety zla,not listed,,,,,,,,,,,
15-Sep-98,5.5,Sestry,"Tolstaia, T.N., Tolstaia, N.N.",Moscow,Podkova,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
15-Sep-98,5.5,Moi belyi vitiaz'...,"Savin (Savolainen), I.I.",Moscow,"Izograf, dom-muzei Mariny Tsvetaevoi","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
15-Sep-98,5.5,Dorogi svobody,"Sartr, Zh.P.",Khar'kov,Folio,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
15-Sep-98,5.5,Ostroume i ego otnoshenie k bessoznatel'nomu,"Freid, Z.",St. Petersburg,Universitetskaia kniga,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
15-Sep-98,5.5,Sobranie sochinenii,"Shalamov, V.",Moscow,VAGRIUS,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
15-Sep-98,1,Rekviem,"Marinina, A.",Moscow,EKSMO,Belletristika,Chernaia koshka ,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,1,Nevinnye damskie shalosti,"Poliakova, T.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,2,Obraz vraga,"Dashkova, P.",Moscow,EKSMO,Belletristika,Detektiv glazami zhenshchiny,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,2,Dover'sia mne ,"Blank, K.",Moscow,RMZh,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
